,ref_type,ref_scale,deblurr,variance_img_diff,powerDropoff,covfrac,amp,logcamp
417,dime,2,True,5e-06,5.0,0.33,0.5,0.0
418,dime,2,True,5e-06,5.0,0.33,0.5,0.5
419,dime,2,True,5e-06,5.0,0.33,0.5,1.0
420,dime,2,True,5e-06,5.0,0.33,1.0,0.0
421,dime,2,True,5e-06,5.0,0.33,1.0,0.5
422,dime,2,True,5e-06,5.0,0.33,1.0,1.0
423,dime,2,True,5e-06,5.0,0.5,0.1,0.0
424,dime,2,True,5e-06,5.0,0.5,0.1,0.5
425,dime,2,True,5e-06,5.0,0.5,0.1,1.0
426,dime,2,True,5e-06,5.0,0.5,0.5,0.0
427,dime,2,True,5e-06,5.0,0.5,0.5,0.5
428,dime,2,True,5e-06,5.0,0.5,0.5,1.0
429,dime,2,True,5e-06,5.0,0.5,1.0,0.0
430,dime,2,True,5e-06,5.0,0.5,1.0,0.5
431,dime,2,True,5e-06,5.0,0.5,1.0,1.0
432,dime,2,True,5e-08,3.0,0.33,0.1,0.0
433,dime,2,True,5e-08,3.0,0.33,0.1,0.5
434,dime,2,True,5e-08,3.0,0.33,0.1,1.0
435,dime,2,True,5e-08,3.0,0.33,0.5,0.0
436,dime,2,True,5e-08,3.0,0.33,0.5,0.5
437,dime,2,True,5e-08,3.0,0.33,0.5,1.0
438,dime,2,True,5e-08,3.0,0.33,1.0,0.0
439,dime,2,True,5e-08,3.0,0.33,1.0,0.5
440,dime,2,True,5e-08,3.0,0.33,1.0,1.0
441,dime,2,True,5e-08,3.0,0.5,0.1,0.0
442,dime,2,True,5e-08,3.0,0.5,0.1,0.5
443,dime,2,True,5e-08,3.0,0.5,0.1,1.0
444,dime,2,True,5e-08,3.0,0.5,0.5,0.0
445,dime,2,True,5e-08,3.0,0.5,0.5,0.5
446,dime,2,True,5e-08,3.0,0.5,0.5,1.0
447,dime,2,True,5e-08,3.0,0.5,1.0,0.0
448,dime,2,True,5e-08,3.0,0.5,1.0,0.5
449,dime,2,True,5e-08,3.0,0.5,1.0,1.0
450,dime,2,True,5e-08,4.0,0.33,0.1,0.0
451,dime,2,True,5e-08,4.0,0.33,0.1,0.5
452,dime,2,True,5e-08,4.0,0.33,0.1,1.0
453,dime,2,True,5e-08,4.0,0.33,0.5,0.0
454,dime,2,True,5e-08,4.0,0.33,0.5,0.5
455,dime,2,True,5e-08,4.0,0.33,0.5,1.0
456,dime,2,True,5e-08,4.0,0.33,1.0,0.0
457,dime,2,True,5e-08,4.0,0.33,1.0,0.5
458,dime,2,True,5e-08,4.0,0.33,1.0,1.0
459,dime,2,True,5e-08,4.0,0.5,0.1,0.0
460,dime,2,True,5e-08,4.0,0.5,0.1,0.5
461,dime,2,True,5e-08,4.0,0.5,0.1,1.0
462,dime,2,True,5e-08,4.0,0.5,0.5,0.0
463,dime,2,True,5e-08,4.0,0.5,0.5,0.5
464,dime,2,True,5e-08,4.0,0.5,0.5,1.0
465,dime,2,True,5e-08,4.0,0.5,1.0,0.0
466,dime,2,True,5e-08,4.0,0.5,1.0,0.5
467,dime,2,True,5e-08,4.0,0.5,1.0,1.0
468,dime,2,True,5e-08,5.0,0.33,0.1,0.0
469,dime,2,True,5e-08,5.0,0.33,0.1,0.5
470,dime,2,True,5e-08,5.0,0.33,0.1,1.0
471,dime,2,True,5e-08,5.0,0.33,0.5,0.0
472,dime,2,True,5e-08,5.0,0.33,0.5,0.5
473,dime,2,True,5e-08,5.0,0.33,0.5,1.0
474,dime,2,True,5e-08,5.0,0.33,1.0,0.0
475,dime,2,True,5e-08,5.0,0.33,1.0,0.5
476,dime,2,True,5e-08,5.0,0.33,1.0,1.0
477,dime,2,True,5e-08,5.0,0.5,0.1,0.0
478,dime,2,True,5e-08,5.0,0.5,0.1,0.5
479,dime,2,True,5e-08,5.0,0.5,0.1,1.0
480,dime,2,True,5e-08,5.0,0.5,0.5,0.0
481,dime,2,True,5e-08,5.0,0.5,0.5,0.5
482,dime,2,True,5e-08,5.0,0.5,0.5,1.0
483,dime,2,True,5e-08,5.0,0.5,1.0,0.0
484,dime,2,True,5e-08,5.0,0.5,1.0,0.5
485,dime,2,True,5e-08,5.0,0.5,1.0,1.0
486,quarter1,1,True,0.0005,3.0,0.33,0.1,0.0
487,quarter1,1,True,0.0005,3.0,0.33,0.1,0.5
488,quarter1,1,True,0.0005,3.0,0.33,0.1,1.0
489,quarter1,1,True,0.0005,3.0,0.33,0.5,0.0
490,quarter1,1,True,0.0005,3.0,0.33,0.5,0.5
491,quarter1,1,True,0.0005,3.0,0.33,0.5,1.0
492,quarter1,1,True,0.0005,3.0,0.33,1.0,0.0
493,quarter1,1,True,0.0005,3.0,0.33,1.0,0.5
494,quarter1,1,True,0.0005,3.0,0.33,1.0,1.0
495,quarter1,1,True,0.0005,3.0,0.5,0.1,0.0
496,quarter1,1,True,0.0005,3.0,0.5,0.1,0.5
497,quarter1,1,True,0.0005,3.0,0.5,0.1,1.0
498,quarter1,1,True,0.0005,3.0,0.5,0.5,0.0
499,quarter1,1,True,0.0005,3.0,0.5,0.5,0.5
500,quarter1,1,True,0.0005,3.0,0.5,0.5,1.0
501,quarter1,1,True,0.0005,3.0,0.5,1.0,0.0
502,quarter1,1,True,0.0005,3.0,0.5,1.0,0.5
503,quarter1,1,True,0.0005,3.0,0.5,1.0,1.0
504,quarter1,1,True,0.0005,4.0,0.33,0.1,0.0
505,quarter1,1,True,0.0005,4.0,0.33,0.1,0.5
506,quarter1,1,True,0.0005,4.0,0.33,0.1,1.0
507,quarter1,1,True,0.0005,4.0,0.33,0.5,0.0
508,quarter1,1,True,0.0005,4.0,0.33,0.5,0.5
509,quarter1,1,True,0.0005,4.0,0.33,0.5,1.0
510,quarter1,1,True,0.0005,4.0,0.33,1.0,0.0
511,quarter1,1,True,0.0005,4.0,0.33,1.0,0.5
512,quarter1,1,True,0.0005,4.0,0.33,1.0,1.0
513,quarter1,1,True,0.0005,4.0,0.5,0.1,0.0
514,quarter1,1,True,0.0005,4.0,0.5,0.1,0.5
515,quarter1,1,True,0.0005,4.0,0.5,0.1,1.0
516,quarter1,1,True,0.0005,4.0,0.5,0.5,0.0
517,quarter1,1,True,0.0005,4.0,0.5,0.5,0.5
518,quarter1,1,True,0.0005,4.0,0.5,0.5,1.0
519,quarter1,1,True,0.0005,4.0,0.5,1.0,0.0
520,quarter1,1,True,0.0005,4.0,0.5,1.0,0.5
521,quarter1,1,True,0.0005,4.0,0.5,1.0,1.0
522,quarter1,1,True,0.0005,5.0,0.33,0.1,0.0
523,quarter1,1,True,0.0005,5.0,0.33,0.1,0.5
524,quarter1,1,True,0.0005,5.0,0.33,0.1,1.0
525,quarter1,1,True,0.0005,5.0,0.33,0.5,0.0
526,quarter1,1,True,0.0005,5.0,0.33,0.5,0.5
527,quarter1,1,True,0.0005,5.0,0.33,0.5,1.0
528,quarter1,1,True,0.0005,5.0,0.33,1.0,0.0
529,quarter1,1,True,0.0005,5.0,0.33,1.0,0.5
530,quarter1,1,True,0.0005,5.0,0.33,1.0,1.0
531,quarter1,1,True,0.0005,5.0,0.5,0.1,0.0
532,quarter1,1,True,0.0005,5.0,0.5,0.1,0.5
533,quarter1,1,True,0.0005,5.0,0.5,0.1,1.0
534,quarter1,1,True,0.0005,5.0,0.5,0.5,0.0
535,quarter1,1,True,0.0005,5.0,0.5,0.5,0.5
536,quarter1,1,True,0.0005,5.0,0.5,0.5,1.0
537,quarter1,1,True,0.0005,5.0,0.5,1.0,0.0
538,quarter1,1,True,0.0005,5.0,0.5,1.0,0.5
539,quarter1,1,True,0.0005,5.0,0.5,1.0,1.0
540,quarter1,1,True,5e-06,3.0,0.33,0.1,0.0
541,quarter1,1,True,5e-06,3.0,0.33,0.1,0.5
542,quarter1,1,True,5e-06,3.0,0.33,0.1,1.0
543,quarter1,1,True,5e-06,3.0,0.33,0.5,0.0
544,quarter1,1,True,5e-06,3.0,0.33,0.5,0.5
545,quarter1,1,True,5e-06,3.0,0.33,0.5,1.0
546,quarter1,1,True,5e-06,3.0,0.33,1.0,0.0
547,quarter1,1,True,5e-06,3.0,0.33,1.0,0.5
548,quarter1,1,True,5e-06,3.0,0.33,1.0,1.0
549,quarter1,1,True,5e-06,3.0,0.5,0.1,0.0
550,quarter1,1,True,5e-06,3.0,0.5,0.1,0.5
551,quarter1,1,True,5e-06,3.0,0.5,0.1,1.0
552,quarter1,1,True,5e-06,3.0,0.5,0.5,0.0
553,quarter1,1,True,5e-06,3.0,0.5,0.5,0.5
554,quarter1,1,True,5e-06,3.0,0.5,0.5,1.0
555,quarter1,1,True,5e-06,3.0,0.5,1.0,0.0
556,quarter1,1,True,5e-06,3.0,0.5,1.0,0.5
557,quarter1,1,True,5e-06,3.0,0.5,1.0,1.0
558,quarter1,1,True,5e-06,4.0,0.33,0.1,0.0
559,quarter1,1,True,5e-06,4.0,0.33,0.1,0.5
560,quarter1,1,True,5e-06,4.0,0.33,0.1,1.0
561,quarter1,1,True,5e-06,4.0,0.33,0.5,0.0
562,quarter1,1,True,5e-06,4.0,0.33,0.5,0.5
563,quarter1,1,True,5e-06,4.0,0.33,0.5,1.0
564,quarter1,1,True,5e-06,4.0,0.33,1.0,0.0
565,quarter1,1,True,5e-06,4.0,0.33,1.0,0.5
566,quarter1,1,True,5e-06,4.0,0.33,1.0,1.0
567,quarter1,1,True,5e-06,4.0,0.5,0.1,0.0
568,quarter1,1,True,5e-06,4.0,0.5,0.1,0.5
569,quarter1,1,True,5e-06,4.0,0.5,0.1,1.0
570,quarter1,1,True,5e-06,4.0,0.5,0.5,0.0
571,quarter1,1,True,5e-06,4.0,0.5,0.5,0.5
572,quarter1,1,True,5e-06,4.0,0.5,0.5,1.0
573,quarter1,1,True,5e-06,4.0,0.5,1.0,0.0
574,quarter1,1,True,5e-06,4.0,0.5,1.0,0.5
575,quarter1,1,True,5e-06,4.0,0.5,1.0,1.0
576,quarter1,1,True,5e-06,5.0,0.33,0.1,0.0
577,quarter1,1,True,5e-06,5.0,0.33,0.1,0.5
578,quarter1,1,True,5e-06,5.0,0.33,0.1,1.0
579,quarter1,1,True,5e-06,5.0,0.33,0.5,0.0
580,quarter1,1,True,5e-06,5.0,0.33,0.5,0.5
581,quarter1,1,True,5e-06,5.0,0.33,0.5,1.0
582,quarter1,1,True,5e-06,5.0,0.33,1.0,0.0
583,quarter1,1,True,5e-06,5.0,0.33,1.0,0.5
584,quarter1,1,True,5e-06,5.0,0.33,1.0,1.0
585,quarter1,1,True,5e-06,5.0,0.5,0.1,0.0
586,quarter1,1,True,5e-06,5.0,0.5,0.1,0.5
587,quarter1,1,True,5e-06,5.0,0.5,0.1,1.0
588,quarter1,1,True,5e-06,5.0,0.5,0.5,0.0
589,quarter1,1,True,5e-06,5.0,0.5,0.5,0.5
590,quarter1,1,True,5e-06,5.0,0.5,0.5,1.0
591,quarter1,1,True,5e-06,5.0,0.5,1.0,0.0
592,quarter1,1,True,5e-06,5.0,0.5,1.0,0.5
593,quarter1,1,True,5e-06,5.0,0.5,1.0,1.0
594,quarter1,1,True,5e-08,3.0,0.33,0.1,0.0
595,quarter1,1,True,5e-08,3.0,0.33,0.1,0.5
596,quarter1,1,True,5e-08,3.0,0.33,0.1,1.0
597,quarter1,1,True,5e-08,3.0,0.33,0.5,0.0
598,quarter1,1,True,5e-08,3.0,0.33,0.5,0.5
599,quarter1,1,True,5e-08,3.0,0.33,0.5,1.0
600,quarter1,1,True,5e-08,3.0,0.33,1.0,0.0
601,quarter1,1,True,5e-08,3.0,0.33,1.0,0.5
602,quarter1,1,True,5e-08,3.0,0.33,1.0,1.0
603,quarter1,1,True,5e-08,3.0,0.5,0.1,0.0
604,quarter1,1,True,5e-08,3.0,0.5,0.1,0.5
605,quarter1,1,True,5e-08,3.0,0.5,0.1,1.0
606,quarter1,1,True,5e-08,3.0,0.5,0.5,0.0
607,quarter1,1,True,5e-08,3.0,0.5,0.5,0.5
608,quarter1,1,True,5e-08,3.0,0.5,0.5,1.0
609,quarter1,1,True,5e-08,3.0,0.5,1.0,0.0
610,quarter1,1,True,5e-08,3.0,0.5,1.0,0.5
611,quarter1,1,True,5e-08,3.0,0.5,1.0,1.0
612,quarter1,1,True,5e-08,4.0,0.33,0.1,0.0
613,quarter1,1,True,5e-08,4.0,0.33,0.1,0.5
614,quarter1,1,True,5e-08,4.0,0.33,0.1,1.0
615,quarter1,1,True,5e-08,4.0,0.33,0.5,0.0
616,quarter1,1,True,5e-08,4.0,0.33,0.5,0.5
617,quarter1,1,True,5e-08,4.0,0.33,0.5,1.0
618,quarter1,1,True,5e-08,4.0,0.33,1.0,0.0
619,quarter1,1,True,5e-08,4.0,0.33,1.0,0.5
620,quarter1,1,True,5e-08,4.0,0.33,1.0,1.0
621,quarter1,1,True,5e-08,4.0,0.5,0.1,0.0
622,quarter1,1,True,5e-08,4.0,0.5,0.1,0.5
623,quarter1,1,True,5e-08,4.0,0.5,0.1,1.0
624,quarter1,1,True,5e-08,4.0,0.5,0.5,0.0
625,quarter1,1,True,5e-08,4.0,0.5,0.5,0.5
626,quarter1,1,True,5e-08,4.0,0.5,0.5,1.0
627,quarter1,1,True,5e-08,4.0,0.5,1.0,0.0
628,quarter1,1,True,5e-08,4.0,0.5,1.0,0.5
629,quarter1,1,True,5e-08,4.0,0.5,1.0,1.0
630,quarter1,1,True,5e-08,5.0,0.33,0.1,0.0
631,quarter1,1,True,5e-08,5.0,0.33,0.1,0.5
632,quarter1,1,True,5e-08,5.0,0.33,0.1,1.0
633,quarter1,1,True,5e-08,5.0,0.33,0.5,0.0
634,quarter1,1,True,5e-08,5.0,0.33,0.5,0.5
635,quarter1,1,True,5e-08,5.0,0.33,0.5,1.0
636,quarter1,1,True,5e-08,5.0,0.33,1.0,0.0
637,quarter1,1,True,5e-08,5.0,0.33,1.0,0.5
638,quarter1,1,True,5e-08,5.0,0.33,1.0,1.0
639,quarter1,1,True,5e-08,5.0,0.5,0.1,0.0
640,quarter1,1,True,5e-08,5.0,0.5,0.1,0.5
641,quarter1,1,True,5e-08,5.0,0.5,0.1,1.0
642,quarter1,1,True,5e-08,5.0,0.5,0.5,0.0
643,quarter1,1,True,5e-08,5.0,0.5,0.5,0.5
644,quarter1,1,True,5e-08,5.0,0.5,0.5,1.0
645,quarter1,1,True,5e-08,5.0,0.5,1.0,0.0
646,quarter1,1,True,5e-08,5.0,0.5,1.0,0.5
647,quarter1,1,True,5e-08,5.0,0.5,1.0,1.0
648,quarter1,2,True,0.0005,3.0,0.33,0.1,0.0
649,quarter1,2,True,0.0005,3.0,0.33,0.1,0.5
650,quarter1,2,True,0.0005,3.0,0.33,0.1,1.0
651,quarter1,2,True,0.0005,3.0,0.33,0.5,0.0
652,quarter1,2,True,0.0005,3.0,0.33,0.5,0.5
653,quarter1,2,True,0.0005,3.0,0.33,0.5,1.0
654,quarter1,2,True,0.0005,3.0,0.33,1.0,0.0
655,quarter1,2,True,0.0005,3.0,0.33,1.0,0.5
656,quarter1,2,True,0.0005,3.0,0.33,1.0,1.0
657,quarter1,2,True,0.0005,3.0,0.5,0.1,0.0
658,quarter1,2,True,0.0005,3.0,0.5,0.1,0.5
659,quarter1,2,True,0.0005,3.0,0.5,0.1,1.0
660,quarter1,2,True,0.0005,3.0,0.5,0.5,0.0
661,quarter1,2,True,0.0005,3.0,0.5,0.5,0.5
662,quarter1,2,True,0.0005,3.0,0.5,0.5,1.0
663,quarter1,2,True,0.0005,3.0,0.5,1.0,0.0
664,quarter1,2,True,0.0005,3.0,0.5,1.0,0.5
665,quarter1,2,True,0.0005,3.0,0.5,1.0,1.0
666,quarter1,2,True,0.0005,4.0,0.33,0.1,0.0
667,quarter1,2,True,0.0005,4.0,0.33,0.1,0.5
668,quarter1,2,True,0.0005,4.0,0.33,0.1,1.0
669,quarter1,2,True,0.0005,4.0,0.33,0.5,0.0
670,quarter1,2,True,0.0005,4.0,0.33,0.5,0.5
671,quarter1,2,True,0.0005,4.0,0.33,0.5,1.0
672,quarter1,2,True,0.0005,4.0,0.33,1.0,0.0
673,quarter1,2,True,0.0005,4.0,0.33,1.0,0.5
674,quarter1,2,True,0.0005,4.0,0.33,1.0,1.0
675,quarter1,2,True,0.0005,4.0,0.5,0.1,0.0
676,quarter1,2,True,0.0005,4.0,0.5,0.1,0.5
677,quarter1,2,True,0.0005,4.0,0.5,0.1,1.0
678,quarter1,2,True,0.0005,4.0,0.5,0.5,0.0
679,quarter1,2,True,0.0005,4.0,0.5,0.5,0.5
680,quarter1,2,True,0.0005,4.0,0.5,0.5,1.0
681,quarter1,2,True,0.0005,4.0,0.5,1.0,0.0
682,quarter1,2,True,0.0005,4.0,0.5,1.0,0.5
683,quarter1,2,True,0.0005,4.0,0.5,1.0,1.0
684,quarter1,2,True,0.0005,5.0,0.33,0.1,0.0
685,quarter1,2,True,0.0005,5.0,0.33,0.1,0.5
686,quarter1,2,True,0.0005,5.0,0.33,0.1,1.0
687,quarter1,2,True,0.0005,5.0,0.33,0.5,0.0
688,quarter1,2,True,0.0005,5.0,0.33,0.5,0.5
689,quarter1,2,True,0.0005,5.0,0.33,0.5,1.0
690,quarter1,2,True,0.0005,5.0,0.33,1.0,0.0
691,quarter1,2,True,0.0005,5.0,0.33,1.0,0.5
692,quarter1,2,True,0.0005,5.0,0.33,1.0,1.0
693,quarter1,2,True,0.0005,5.0,0.5,0.1,0.0
694,quarter1,2,True,0.0005,5.0,0.5,0.1,0.5
695,quarter1,2,True,0.0005,5.0,0.5,0.1,1.0
696,quarter1,2,True,0.0005,5.0,0.5,0.5,0.0
697,quarter1,2,True,0.0005,5.0,0.5,0.5,0.5
698,quarter1,2,True,0.0005,5.0,0.5,0.5,1.0
699,quarter1,2,True,0.0005,5.0,0.5,1.0,0.0
700,quarter1,2,True,0.0005,5.0,0.5,1.0,0.5
701,quarter1,2,True,0.0005,5.0,0.5,1.0,1.0
702,quarter1,2,True,5e-06,3.0,0.33,0.1,0.0
703,quarter1,2,True,5e-06,3.0,0.33,0.1,0.5
704,quarter1,2,True,5e-06,3.0,0.33,0.1,1.0
705,quarter1,2,True,5e-06,3.0,0.33,0.5,0.0
706,quarter1,2,True,5e-06,3.0,0.33,0.5,0.5
707,quarter1,2,True,5e-06,3.0,0.33,0.5,1.0
708,quarter1,2,True,5e-06,3.0,0.33,1.0,0.0
709,quarter1,2,True,5e-06,3.0,0.33,1.0,0.5
710,quarter1,2,True,5e-06,3.0,0.33,1.0,1.0
711,quarter1,2,True,5e-06,3.0,0.5,0.1,0.0
712,quarter1,2,True,5e-06,3.0,0.5,0.1,0.5
713,quarter1,2,True,5e-06,3.0,0.5,0.1,1.0
714,quarter1,2,True,5e-06,3.0,0.5,0.5,0.0
715,quarter1,2,True,5e-06,3.0,0.5,0.5,0.5
716,quarter1,2,True,5e-06,3.0,0.5,0.5,1.0
717,quarter1,2,True,5e-06,3.0,0.5,1.0,0.0
718,quarter1,2,True,5e-06,3.0,0.5,1.0,0.5
719,quarter1,2,True,5e-06,3.0,0.5,1.0,1.0
720,quarter1,2,True,5e-06,4.0,0.33,0.1,0.0
721,quarter1,2,True,5e-06,4.0,0.33,0.1,0.5
722,quarter1,2,True,5e-06,4.0,0.33,0.1,1.0
723,quarter1,2,True,5e-06,4.0,0.33,0.5,0.0
724,quarter1,2,True,5e-06,4.0,0.33,0.5,0.5
725,quarter1,2,True,5e-06,4.0,0.33,0.5,1.0
726,quarter1,2,True,5e-06,4.0,0.33,1.0,0.0
727,quarter1,2,True,5e-06,4.0,0.33,1.0,0.5
728,quarter1,2,True,5e-06,4.0,0.33,1.0,1.0
729,quarter1,2,True,5e-06,4.0,0.5,0.1,0.0
730,quarter1,2,True,5e-06,4.0,0.5,0.1,0.5
731,quarter1,2,True,5e-06,4.0,0.5,0.1,1.0
732,quarter1,2,True,5e-06,4.0,0.5,0.5,0.0
733,quarter1,2,True,5e-06,4.0,0.5,0.5,0.5
734,quarter1,2,True,5e-06,4.0,0.5,0.5,1.0
735,quarter1,2,True,5e-06,4.0,0.5,1.0,0.0
736,quarter1,2,True,5e-06,4.0,0.5,1.0,0.5
737,quarter1,2,True,5e-06,4.0,0.5,1.0,1.0
738,quarter1,2,True,5e-06,5.0,0.33,0.1,0.0
739,quarter1,2,True,5e-06,5.0,0.33,0.1,0.5
740,quarter1,2,True,5e-06,5.0,0.33,0.1,1.0
741,quarter1,2,True,5e-06,5.0,0.33,0.5,0.0
742,quarter1,2,True,5e-06,5.0,0.33,0.5,0.5
743,quarter1,2,True,5e-06,5.0,0.33,0.5,1.0
744,quarter1,2,True,5e-06,5.0,0.33,1.0,0.0
745,quarter1,2,True,5e-06,5.0,0.33,1.0,0.5
746,quarter1,2,True,5e-06,5.0,0.33,1.0,1.0
747,quarter1,2,True,5e-06,5.0,0.5,0.1,0.0
748,quarter1,2,True,5e-06,5.0,0.5,0.1,0.5
749,quarter1,2,True,5e-06,5.0,0.5,0.1,1.0
750,quarter1,2,True,5e-06,5.0,0.5,0.5,0.0
751,quarter1,2,True,5e-06,5.0,0.5,0.5,0.5
752,quarter1,2,True,5e-06,5.0,0.5,0.5,1.0
753,quarter1,2,True,5e-06,5.0,0.5,1.0,0.0
754,quarter1,2,True,5e-06,5.0,0.5,1.0,0.5
755,quarter1,2,True,5e-06,5.0,0.5,1.0,1.0
756,quarter1,2,True,5e-08,3.0,0.33,0.1,0.0
757,quarter1,2,True,5e-08,3.0,0.33,0.1,0.5
758,quarter1,2,True,5e-08,3.0,0.33,0.1,1.0
759,quarter1,2,True,5e-08,3.0,0.33,0.5,0.0
760,quarter1,2,True,5e-08,3.0,0.33,0.5,0.5
761,quarter1,2,True,5e-08,3.0,0.33,0.5,1.0
762,quarter1,2,True,5e-08,3.0,0.33,1.0,0.0
763,quarter1,2,True,5e-08,3.0,0.33,1.0,0.5
764,quarter1,2,True,5e-08,3.0,0.33,1.0,1.0
765,quarter1,2,True,5e-08,3.0,0.5,0.1,0.0
766,quarter1,2,True,5e-08,3.0,0.5,0.1,0.5
767,quarter1,2,True,5e-08,3.0,0.5,0.1,1.0
768,quarter1,2,True,5e-08,3.0,0.5,0.5,0.0
769,quarter1,2,True,5e-08,3.0,0.5,0.5,0.5
770,quarter1,2,True,5e-08,3.0,0.5,0.5,1.0
771,quarter1,2,True,5e-08,3.0,0.5,1.0,0.0
772,quarter1,2,True,5e-08,3.0,0.5,1.0,0.5
773,quarter1,2,True,5e-08,3.0,0.5,1.0,1.0
774,quarter1,2,True,5e-08,4.0,0.33,0.1,0.0
775,quarter1,2,True,5e-08,4.0,0.33,0.1,0.5
776,quarter1,2,True,5e-08,4.0,0.33,0.1,1.0
777,quarter1,2,True,5e-08,4.0,0.33,0.5,0.0
778,quarter1,2,True,5e-08,4.0,0.33,0.5,0.5
779,quarter1,2,True,5e-08,4.0,0.33,0.5,1.0
780,quarter1,2,True,5e-08,4.0,0.33,1.0,0.0
781,quarter1,2,True,5e-08,4.0,0.33,1.0,0.5
782,quarter1,2,True,5e-08,4.0,0.33,1.0,1.0
783,quarter1,2,True,5e-08,4.0,0.5,0.1,0.0
784,quarter1,2,True,5e-08,4.0,0.5,0.1,0.5
785,quarter1,2,True,5e-08,4.0,0.5,0.1,1.0
786,quarter1,2,True,5e-08,4.0,0.5,0.5,0.0
787,quarter1,2,True,5e-08,4.0,0.5,0.5,0.5
788,quarter1,2,True,5e-08,4.0,0.5,0.5,1.0
789,quarter1,2,True,5e-08,4.0,0.5,1.0,0.0
790,quarter1,2,True,5e-08,4.0,0.5,1.0,0.5
791,quarter1,2,True,5e-08,4.0,0.5,1.0,1.0
792,quarter1,2,True,5e-08,5.0,0.33,0.1,0.0
793,quarter1,2,True,5e-08,5.0,0.33,0.1,0.5
794,quarter1,2,True,5e-08,5.0,0.33,0.1,1.0
795,quarter1,2,True,5e-08,5.0,0.33,0.5,0.0
796,quarter1,2,True,5e-08,5.0,0.33,0.5,0.5
797,quarter1,2,True,5e-08,5.0,0.33,0.5,1.0
798,quarter1,2,True,5e-08,5.0,0.33,1.0,0.0
799,quarter1,2,True,5e-08,5.0,0.33,1.0,0.5
800,quarter1,2,True,5e-08,5.0,0.33,1.0,1.0
801,quarter1,2,True,5e-08,5.0,0.5,0.1,0.0
802,quarter1,2,True,5e-08,5.0,0.5,0.1,0.5
803,quarter1,2,True,5e-08,5.0,0.5,0.1,1.0
804,quarter1,2,True,5e-08,5.0,0.5,0.5,0.0
805,quarter1,2,True,5e-08,5.0,0.5,0.5,0.5
806,quarter1,2,True,5e-08,5.0,0.5,0.5,1.0
807,quarter1,2,True,5e-08,5.0,0.5,1.0,0.0
808,quarter1,2,True,5e-08,5.0,0.5,1.0,0.5
809,quarter1,2,True,5e-08,5.0,0.5,1.0,1.0
